Name,Description,lat,lng
CIERRE DE VIAS Y MANIFESTACIONES,#: 1258<br>HORA: 08:00 a 10:00<br>FECHA: 6/21/2022<br>EVENTO: Av. Eloy Alfaro y Molineros<br>ESTADO DE MOVILIZACION: PARCIALMENTE HABILITADA<br>latitud: -0.12865264255016534<br>longitud: -78.47118019439002,-0.128652643,-78.47118019
CIERRE DE VIAS,#: <br>HORA: <br>FECHA: <br>EVENTO: Av. Mariscal Sucre y Legarda<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.1193125<br>longitud: -78.5065262,-0.1193125,-78.5065262
CIERRE DE VIAS Y MANIFESTACIONES,#: 1256<br>HORA: 08:00 a 10:00<br>FECHA: 6/21/2022<br>EVENTO: Intercambiador de Carapungo<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.10935917224339986<br>longitud: -78.4584325962452,-0.109359172,-78.4584326
CIERRE DE VIAS Y MANIFESTACIONES,#: 1249<br>HORA: 08:00 a 10:00<br>FECHA: 6/21/2022<br>EVENTO:  Panamericana Norte y Leonidas Proaño<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.10555203861377914<br>longitud: -78.43303767229895,-0.105552039,-78.43303767
CIERRE DE VIAS Y MANIFESTACIONES,#: 1218<br>HORA: 06:00 a 08:00<br>FECHA: 6/21/2022<br>EVENTO: Panamericana Norte y Leónidas Proaño<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.10543133941506119<br>longitud: -78.43313959624524,-0.105431339,-78.4331396
CIERRE DE VIAS Y MANIFESTACIONES,#: 1217<br>HORA: 06:00 a 08:00<br>FECHA: 6/21/2022<br>EVENTO:  Panamericana Norte y Guarderas<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.10445462587775341<br>longitud: -78.42256856555366,-0.104454626,-78.42256857
CIERRE DE VIAS Y MANIFESTACIONES,#: 1250<br>HORA: 08:00 a 10:00<br>FECHA: 6/21/2022<br>EVENTO:  Panamericana Norte y Guarderas<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.10445462587775341<br>longitud: -78.42256856555366,-0.104454626,-78.42256857
CIERRE DE VIAS Y MANIFESTACIONES,#: 1255<br>HORA: 08:00 a 10:00<br>FECHA: 6/21/2022<br>EVENTO: Intercambiador de Carcelén<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.09631515826861495<br>longitud: -78.46805421833638,-0.096315158,-78.46805422
CIERRE DE VIAS Y MANIFESTACIONES,#: 1257<br>HORA: 08:00 a 10:00<br>FECHA: 6/21/2022<br>EVENTO: Giovanny Calles<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.09516450566271886<br>longitud: -78.43863076369846,-0.095164506,-78.43863076
CIERRE DE VIAS Y MANIFESTACIONES,#: 1242<br>HORA: 08:00 a 10:00<br>FECHA: 6/21/2022<br>EVENTO: Av. Pichincha y Velasco Ibarra<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.08548137944479264<br>longitud: -78.29326279810044,-0.085481379,-78.2932628
CIERRE DE VIAS Y MANIFESTACIONES,#: <br>HORA: <br>FECHA: <br>EVENTO: Redondel de Guayllabamba<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.0484024<br>longitud: -78.341963,-0.0484024,-78.341963
CIERRE DE VIAS Y MANIFESTACIONES,#: 1213<br>HORA: 06:00 a 08:00<br>FECHA: 6/21/2022<br>EVENTO:  Simón Bolivar y Mango Inga (Redondel de Los Pájaros)<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.02343513098509493<br>longitud: -78.43815505206308,-0.023435131,-78.43815505
CIERRE DE VIAS Y MANIFESTACIONES,#: 1187<br>HORA: 04:00 a 06:00<br>FECHA: 6/21/2022<br>EVENTO: Cierre redondel de Mareza<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.018959774204276813<br>longitud: -78.45255359608804,-0.018959774,-78.4525536
CIERRE DE VIAS Y MANIFESTACIONES,#: 1214<br>HORA: 06:00 a 08:00<br>FECHA: 6/21/2022<br>EVENTO: Redondel Maresa<br>ESTADO DE MOVILIZACION: CIERRE TOTAL<br>latitud: -0.018662686977459<br>longitud: -78.45265019150031,-0.018662687,-78.45265019
